FICE,Cname,State,Indicator,AMSAT,AVSAT,ACSAT,AACT,FQMSAT,TQMSAT,FQVSAT,TQVSAT,FQACT,TQACT,AppsRcvd,AppsAcpt,StdEnrolled,P10,P25,FTUGs,PTUGs,InStateTut,OosTut,RandBcost,RCost,Bcost,AddFee,EstBookCost,EstPspend,PPhD,PTermDig,SFRatio,PDonate,InsEXp,GradRate
2005,Nicholls State University,LA,1,*,*,*,19,*,*,*,*,16,21,2020,1898,1092,*,*,4921,1338,1980,4572,2550,*,*,37,600,2307,65,65,21.8,*,4466,36
2006,Grambling State University,LA,1,*,*,*,*,*,*,*,*,15,18,4847,3518,1900,27,65,6567,261,1044,1044,1306,775,531,12,500,1200,46,44,24.6,*,5034,58
2007,Louisiana College,LA,2,*,*,*,*,*,*,*,*,21,23,2013,1053,212,33,61,912,158,5150,5150,3036,*,*,420,500,1655,64,74,10.5,11,7547,59
2008,Louisiana Tech University,LA,1,*,*,*,22,*,*,*,*,19,25,2397,2144,1525,22,45,6720,1822,2262,3957,2325,1245,1080,*,618,1656,66,77,20.0,13,4546,45
2010,Louisiana State University at Baton Rouge,LA,1,529,468,997,23,460,610,400,540,20,26,5996,4993,3079,29,57,16269,3757,2625,5925,2980,1720,1260,75,600,2242,83,87,15.9,11,6741,37
2013,Louisiana State University at Shreveport,LA,1,*,*,*,*,*,*,*,*,17,22,675,645,500,*,*,2413,1477,1950,4990,1680,*,1680,130,617,2307,62,75,18.1,*,4287,35
2015,University of New Orleans,LA,1,500,447,947,21,*,*,*,*,18,23,2406,2139,1501,*,*,8158,3643,2362,5154,3116,1557,1566,*,800,1790,75,75,17.9,11,5260,19
2016,Loyola University,LA,2,540,510,1050,25,480,590,440,570,23,27,1891,1698,719,24,80,2740,761,11100,11100,5870,2980,2890,190,600,750,77,88,11.7,14,9456,53
2114,American International College,MA,2,*,*,*,*,380,510,370,490,*,*,1420,1093,220,9,22,1018,287,8700,8700,4780,4780,*,480,450,1400,78,84,14.7,19,7355,69
2115,Amherst College,MA,2,685,639,1324,25,640,740,600,690,28,32,4302,992,418,83,96,1593,5,19760,19760,5300,2650,2650,272,660,1598,93,98,8.4,63,21424,100
2117,Anna Maria College,MA,2,*,*,*,*,420,490,410,480,*,*,350,283,82,9,34,367,406,10800,10800,4835,*,*,550,500,*,45,45,11.7,13,5982,82
2118,Assumption College,MA,2,*,*,*,*,430,530,400,500,*,*,2135,1700,491,23,59,1708,689,12000,12000,5920,*,*,125,500,500,93,93,13.8,30,7100,88
2120,Merrimack College,MA,2,520,480,1000,*,470,530,430,520,*,*,1981,1541,514,18,36,1927,1084,12500,12500,6200,2750,3450,175,375,1000,73,75,16.8,22,8707,80
2121,Babson College,MA,2,*,*,*,*,520,630,430,530,*,*,2007,1139,407,30,68,1680,*,16600,16600,6985,2495,4490,660,500,1045,93,93,16.8,18,15286,94
2124,Bentley College,MA,2,*,*,*,*,480,600,400,500,*,*,3466,2330,640,20,60,3095,1533,13800,13800,5510,2730,2780,65,630,850,87,87,17.5,20,10941,82
2126,Berklee College of Music,MA,2,*,*,*,*,*,*,*,*,*,*,1975,1516,712,*,*,2223,304,11550,11550,6990,*,*,385,400,1115,15,54,10.2,2,9719,38
2128,Boston College,MA,2,*,*,*,*,600,690,520,610,*,*,13112,6179,2154,66,94,8807,*,16640,16640,6960,3130,3830,448,500,1300,95,95,16.6,27,10989,90
2130,Boston University,MA,2,600,550,1150,26,550,650,500,600,24,29,20192,13007,3810,45,80,14971,3113,18420,18420,6810,3920,2890,270,475,1025,80,81,11.9,16,16836,72
2132,Bradford College,MA,2,*,*,*,*,*,*,*,*,*,*,443,330,151,5,36,453,42,14080,14080,6270,3500,2750,260,500,900,57,80,10.2,21,15387,46
2133,Brandeis University,MA,2,*,*,*,*,570,690,530,640,*,*,4186,2743,740,48,77,2819,62,19380,19380,6750,3500,3250,450,410,1000,90,97,9.8,24,17150,84
2139,Clark University,MA,2,*,*,*,*,500,630,440,560,*,*,2887,2059,457,30,61,1928,296,17500,17500,4200,2000,2200,440,500,950,94,95,10.5,35,11951,79
2140,Elms College,MA,2,450,440,890,*,420,440,420,440,*,*,245,208,125,23,46,544,436,11800,11800,4765,4765,*,400,450,1700,71,71,11.3,21,8952,86
2141,College of the Holy Cross,MA,2,627,573,1200,*,590,670,550,640,*,*,2994,1691,659,70,95,2675,22,18000,18000,6300,6300,*,355,400,900,92,96,11.3,55,12138,95
2143,Curry College,MA,2,420,390,810,*,340,460,340,450,*,*,1224,936,283,5,25,891,332,13600,13600,5450,3050,2400,500,600,*,39,39,8.7,17,11992,58
2145,Eastern Nazarene College,MA,2,512,468,980,*,440,580,410,530,*,*,516,409,200,17,40,1238,30,8770,8770,3500,3500,*,590,450,700,58,58,17.3,17,6430,70
2146,Emerson College,MA,2,505,515,1020,*,450,570,460,570,*,*,1849,1228,492,19,51,2025,169,15200,15200,7782,4590,3192,348,500,933,*,88,18.0,*,10602,62
2148,Endicott College,MA,2,401,381,782,*,*,*,*,*,*,*,1000,858,319,10,29,665,298,11455,11455,6130,*,*,250,400,1000,33,59,12.3,14,*,*
2153,Gordon College,MA,2,509,483,992,*,440,580,420,540,*,*,674,565,282,25,54,1151,39,12200,12200,4070,1470,2600,520,400,1200,73,82,14.2,32,9226,66
2155,Harvard University,MA,2,*,*,*,*,680,770,630,720,*,*,13865,2165,1606,90,100,6862,320,18485,18485,6410,3370,3040,1335,500,1920,97,97,9.9,52,37219,100
2077,Johns Hopkins University,MD,2,686,606,1292,30,660,740,560,660,*,*,8474,3446,911,75,94,3566,1569,18800,18800,6740,3815,2925,*,500,1040,96,97,3.3,38,56233,90
2078,Loyola College,MD,2,563,507,1070,*,510,620,460,580,*,*,4076,3137,738,25,54,3010,184,12990,12990,6300,*,*,190,600,900,86,88,14.7,27,9448,80
2083,Morgan State University,MD,1,444,427,871,*,*,*,*,*,*,*,5892,3034,1358,20,80,4517,745,1794,4136,4640,*,*,643,550,*,80,80,18.2,36,6867,29
2086,Mount Saint Mary's College,MD,2,510,460,970,*,440,570,400,510,*,*,1321,1159,328,15,36,1243,79,12850,12850,6200,3100,3100,*,550,900,77,82,12.8,36,8536,80
2091,Salisbury State University,MD,1,554,491,1045,22,520,620,440,540,21,24,4216,2290,736,20,52,4296,1027,2328,5130,4690,2190,2500,766,600,1450,73,75,17.9,18,5125,56
2092,St. John's College,MD,2,*,*,*,*,530,660,580,680,*,*,323,278,122,31,51,393,4,16150,16150,5450,5450,*,200,275,800,63,72,7.2,26,15622,64
2095,St. Mary's College of Maryland,MD,1,615,579,1194,*,570,670,530,630,*,*,1340,695,285,42,73,1315,209,4000,6800,4730,4730,*,915,675,1250,84,89,11.6,23,10357,63
2099,Towson State University,MD,1,516,467,983,*,470,560,420,510,*,*,6151,3837,1215,*,*,9247,3584,2166,5166,4480,2660,1820,1121,660,1053,76,84,17.6,24,5401,60
2101,United States Naval Academy,MD,1,633,538,1171,*,610,710,520,610,*,*,11522,1463,1181,50,85,4125,*,*,*,*,*,*,*,*,*,54,54,6.8,*,40020,94
2103,University of Maryland at College Park,MD,1,584,501,1085,*,530,640,440,550,*,*,14292,10315,3409,22,53,19340,3991,2919,8723,5146,2899,2247,561,550,1550,89,92,18.1,12,9021,63
2105,University of Maryland at Baltimore County,MD,1,578,505,1083,23,510,640,440,560,*,*,4269,2594,985,27,57,6476,2592,3338,8594,4408,1930,2478,*,494,2768,82,88,18.4,6,7618,55
2106,University of Maryland Eastern Shore,MD,1,380,359,739,*,*,*,*,*,*,*,1600,1016,508,*,*,2067,199,2674,7014,3580,2080,1500,*,500,*,56,60,17.8,*,5191,35
2107,Villa Julie College,MD,2,484,436,920,*,430,530,380,480,*,*,823,347,237,*,52,1055,803,7400,7400,*,*,*,90,600,2910,39,43,10.2,33,5287,72
2108,Washington College,MD,2,551,516,1067,*,470,590,450,570,*,*,1209,942,214,31,60,822,46,15276,15276,5318,2372,2946,*,500,300,79,86,11.2,37,10830,65
2109,Western Maryland College,MD,2,527,484,1011,*,450,580,420,550,*,*,1205,984,278,31,50,1071,98,14510,14510,5340,2430,2910,*,500,1400,84,91,12.5,39,10026,60
2033,University of Maine at Presque Isle,ME,1,433,388,821,*,340,480,340,470,*,*,461,381,235,10,40,974,503,2700,6600,3630,1904,1726,200,400,1675,67,67,15.2,11,6408,35
2036,Bates College,ME,2,640,590,1230,*,590,690,540,630,*,*,3461,1541,577,53,90,1599,*,25180,25180,*,*,*,*,650,1120,79,90,9.8,40,16444,93
2038,Bowdoin College,ME,2,640,580,1220,*,570,690,520,620,*,*,3356,1019,418,76,100,1490,8,19030,19030,5885,2620,3265,325,1495,875,93,96,11.2,52,20447,96
2039,Colby College,ME,2,610,560,1170,26,570,600,520,660,25,29,2848,1319,456,58,84,1720,35,18930,18930,5590,2890,2700,900,500,1000,83,94,10.2,41,15954,91
2040,University of Maine at Farmington,ME,1,*,*,*,*,*,*,*,*,*,*,1208,803,438,20,48,1906,344,2790,6810,3970,2124,1846,240,450,1647,67,75,15.9,26,5712,59
2041,University of Maine at Fort Kent,ME,1,415,383,798,*,360,500,350,450,*,*,225,168,104,5,28,467,174,1968,4800,3395,1675,1720,90,500,*,65,71,15.0,*,5632,38
2043,Husson College,ME,2,435,383,818,*,*,*,*,*,*,*,723,652,361,10,30,951,706,7800,7800,4000,4000,*,100,350,1500,36,44,22.0,4,4923,84
2050,University of New England,ME,2,470,430,900,*,400,530,370,490,*,*,1209,750,265,19,54,820,159,11450,11450,5045,5045,*,500,900,2500,72,75,11.4,13,9718,64
2051,Saint Joseph's College,ME,2,460,420,880,*,390,510,370,470,*,*,833,682,217,12,33,716,2196,9985,9985,5180,*,*,295,500,800,53,89,27.2,8,4322,85
2052,Thomas College,ME,2,460,370,830,*,420,550,340,450,*,*,356,312,139,18,65,388,412,8850,8850,4450,2300,2150,200,600,1000,29,29,21.8,*,5001,75
2053,University of Maine at Orono,ME,1,525,464,989,*,460,580,410,520,*,*,5260,4589,1741,23,52,7366,1795,3085,7975,4385,4385,*,*,500,*,93,93,14.5,*,7379,56
2055,University of Maine at Machias,ME,1,*,*,*,*,*,*,*,*,*,*,441,369,172,17,45,633,317,2700,6600,3680,1830,1850,175,600,400,46,46,15.1,4,5935,64
6858,Unity College,ME,2,490,475,965,*,*,*,*,*,*,*,456,409,185,*,*,458,25,8750,9550,4750,2375,2375,425,400,700,45,48,11.4,*,6145,44
9762,University of Southern Maine,ME,1,504,453,957,*,450,550,410,500,*,*,2335,1933,905,10,39,3556,2917,2880,8160,4219,*,*,226,500,1530,*,77,14.6,17,7391,*
2234,Adrian College,MI,2,*,*,*,22,*,*,*,*,19,25,1428,1097,336,22,50,1036,99,11250,11250,3750,1590,2160,100,400,1165,53,66,12.9,30,8735,54
2235,Albion College,MI,2,*,*,*,*,520,660,490,600,22,28,1899,1720,489,37,68,1594,32,13868,13868,4826,2426,2400,1042,450,850,89,100,13.7,37,11487,73
2279,Lawrence Technological University,MI,2,*,*,*,22,*,*,*,*,19,25,867,695,312,28,67,2176,2063,6759,6759,2250,*,2250,90,700,*,40,59,15.8,*,4727,45
2282,Madonna University,MI,2,*,*,*,*,*,*,*,*,18,22,440,391,231,13,27,1367,2662,5040,5040,4152,2074,2078,40,395,1155,54,61,14.7,*,5518,57
2284,Marygrove College,MI,2,*,*,*,*,*,*,*,*,*,*,*,177,125,10,75,602,488,8094,8094,3960,1100,880,48,566,*,51,73,10.6,3,5889,23
2290,Michigan State University,MI,1,524,461,982,23,450,590,400,520,21,25,18114,15096,6180,23,57,26640,4120,4103,10658,3734,1646,2088,524,504,600,93,95,14.0,9,10520,71
2292,Michigan Technological University,MI,1,620,512,1132,26,550,690,440,580,23,28,2618,2288,1032,42,77,5524,414,3510,8127,3978,1836,2142,126,900,1200,82,82,17.0,25,7473,65
2293,Lake Superior State University,MI,1,*,*,*,20,*,*,*,*,*,*,1406,1169,522,10,28,2432,592,3312,6456,4186,1625,2561,*,500,600,47,47,19.9,*,4310,51
2301,Northern Michigan University,MI,1,*,*,*,*,*,*,*,*,18,23,4519,3844,1432,*,25,6261,1634,2076,3880,3908,*,*,50,400,1165,59,67,22.0,20,6886,51
2307,Oakland University,MI,1,*,*,*,23,*,*,*,*,19,25,3041,2581,1173,16,56,6441,3982,3123,9114,4030,*,*,230,400,650,88,90,19.7,13,6637,53
2308,Olivet College,MI,2,*,*,*,*,*,*,*,*,*,*,620,565,296,*,*,766,58,10500,10500,3500,1600,1900,*,550,500,53,58,16.0,*,6395,51
2314,Saginaw Valley State University,MI,1,*,*,*,20,*,*,*,*,*,*,1549,1349,687,*,*,3598,2147,2674,5673,3650,3650,*,217,550,900,77,82,18.2,10,5391,40
2316,Siena Heights College,MI,2,*,*,*,21,*,*,*,*,17,22,464,419,183,10,31,686,287,9240,9240,3880,1940,1940,*,475,1090,29,49,7.2,17,9431,47
2318,Spring Arbor College,MI,2,*,*,*,21,*,*,*,*,18,24,372,362,181,15,32,1501,353,8600,8600,3550,1980,1570,106,385,665,48,48,15.4,9,10938,49
2323,University of Detroit Mercy,MI,2,498,439,937,21,400,600,370,510,18,25,927,731,415,24,50,2149,2217,11130,11130,3996,1926,2070,100,600,2166,72,79,13.5,14,10891,51
2326,University of Michigan at Dearborn,MI,1,*,*,*,24,*,*,*,*,21,27,1796,1303,882,37,72,3493,3116,3440,10116,*,*,*,*,466,1862,80,83,18.0,9,6768,63
2334,Augsburg College,MN,2,580,460,1040,22,400,530,350,470,18,23,662,513,257,12,30,2074,726,11902,11902,4372,4372,*,112,540,950,65,65,12.8,31,7836,58
2336,Bemidji State University,MN,1,*,*,*,*,*,*,*,*,18,23,1208,877,546,12,36,3796,824,2133,4425,2700,2700,*,382,660,1800,57,62,19.6,16,3752,46
2340,Carleton College,MN,2,*,*,*,*,610,710,560,670,27,31,2694,1579,489,75,93,1870,12,19292,19292,3957,1623,2334,126,550,550,81,93,10.4,60,17960,91
2341,College of Saint Benedict,MN,2,526,484,1010,23,430,610,420,550,21,26,938,864,511,29,62,1715,103,12247,12247,4221,1971,2250,88,500,600,70,88,13.1,26,8847,72
2375,Southwest State University,MN,1,*,*,*,20,*,*,*,*,18,22,1047,938,511,13,33,2091,546,2285,4285,2750,2750,*,365,600,1800,58,75,16.5,31,6591,51
2377,Saint Cloud State University,MN,1,*,*,*,*,*,*,*,*,18,23,3971,3306,1921,10,34,11493,2206,2270,4259,2625,1704,921,255,350,1884,70,75,18.9,10,4629,58
2379,Saint John's University,MN,2,555,465,1020,24,500,620,410,520,21,26,933,800,444,18,45,1691,72,12247,12247,4081,2160,1921,88,500,600,76,85,12.0,38,9853,70
2380,Saint Mary's College of Minnesota,MN,2,*,*,*,21,*,*,*,*,18,24,876,802,367,14,35,1263,118,10800,10800,3600,1700,1900,100,400,820,68,74,18.8,19,5081,78
2382,Saint Olaf College,MN,2,580,520,1100,26,520,650,460,590,23,28,2248,1673,745,38,73,2888,105,14350,14350,3750,2050,1700,*,550,550,82,88,10.0,31,12502,83
2388,University of Minnesota at Duluth,MN,1,*,*,*,22,*,*,*,*,20,24,4192,3126,1656,15,45,5887,1254,2994,8828,3474,*,*,310,753,2610,79,91,19.0,11,6393,53
2389,University of Minnesota at Morris,MN,1,650,550,1200,26,550,750,450,650,23,29,1458,874,588,56,86,1846,154,3330,9843,3180,1365,1755,315,600,1500,74,78,14.6,16,6716,51
2394,Winona State University,MN,1,490,460,950,22,430,575,400,550,21,26,3325,2047,1301,20,45,5800,872,2200,4200,2700,2700,*,400,300,1200,53,60,20.2,18,5318,58
3969,University of Minnesota Twin Cities,MN,1,568,484,1052,23,500,650,420,550,20,26,11054,6397,3524,26,55,16502,21836,3171,8949,3744,1498,2246,414,714,2910,88,90,12.2,37,16122,45
9058,Bethel College,MN,2,*,*,*,*,*,*,*,*,*,*,856,698,310,*,*,1617,102,11050,11050,4000,1780,2220,*,*,*,60,68,12.1,13,10324,68
2449,Avila College,MO,2,450,450,900,22,370,560,360,530,19,26,373,298,86,14,43,651,490,8950,8950,3800,3800,*,80,500,*,57,63,10.6,20,6639,54
2453,Central Methodist College,MO,2,*,*,*,*,*,*,*,*,18,23,633,504,210,11,32,920,148,7780,7780,3370,1820,1550,270,600,1300,50,44,15.1,*,6850,49
2454,Central Missouri State University,MO,1,*,*,*,21,*,*,*,*,18,22,4681,4101,1436,10,35,8094,1596,2310,4620,3288,1210,2078,*,300,2250,69,80,19.7,4,5501,50
2456,Columbia College,MO,2,*,*,*,20,*,*,*,*,*,*,314,158,132,10,28,690,5346,8294,8294,3700,1372,2328,45,400,900,87,87,15.3,2,5015,37
2460,Culver-Stockton College,MO,2,*,*,*,22,*,*,*,*,19,24,1576,1110,274,24,55,992,112,8000,8000,3700,*,*,*,400,500,51,52,14.1,28,5807,51
2461,Drury College,MO,2,*,*,*,25,*,*,*,*,22,27,700,650,314,33,66,1065,48,8730,8730,3523,1824,1699,272,500,750,82,92,13.2,35,9303,67
2464,Fontbonne College,MO,2,*,*,*,*,*,*,*,*,18,20,291,245,126,16,49,981,337,8390,8390,4100,*,*,150,350,1500,45,55,21.5,24,4607,62
2500,College of the Ozarks,MO,2,*,*,*,21,*,*,*,*,19,22,3258,338,326,9,40,1277,195,*,*,1900,*,*,120,600,500,53,59,14.3,21,9192,87
2501,Southeast Missouri State University,MO,1,*,*,*,*,*,*,*,*,19,24,2281,1870,1408,18,43,6553,1246,2550,4680,3540,2120,1420,120,200,2150,75,76,17.1,8,5916,45
2502,Southwest Baptist University,MO,2,*,*,*,23,*,*,*,*,17,25,1093,1093,642,12,32,1770,967,7070,7070,2500,1170,1330,152,400,1000,52,54,15.9,13,4718,71
2503,Southwest Missouri State University,MO,1,*,*,*,22,*,*,*,*,*,*,6118,5254,3204,15,37,13131,3374,2370,4740,2590,880,1710,166,500,1360,70,75,19.9,11,4632,56
2506,Saint Louis University,MO,2,*,*,*,*,480,620,420,550,21,27,3294,2855,956,44,67,4576,1140,11690,11690,4730,2300,2430,80,800,6800,84,94,4.6,19,18367,67
2512,Stephens College,MO,2,474,426,900,21,380,510,360,480,19,23,450,405,194,17,34,614,388,13900,13900,5200,2400,2800,*,450,2150,46,63,10.9,17,9995,59
2516,University of Missouri at Columbia,MO,1,564,502,1066,25,470,620,430,570,22,28,6574,4637,2940,32,62,14782,1583,3030,9057,3485,3485,*,414,600,1983,87,87,12.7,15,10145,58
2517,University of Missouri at Rolla,MO,1,655,547,1202,27,590,710,480,600,25,31,1877,1826,823,49,77,3926,561,3030,9057,3600,*,*,551,700,1435,88,88,14.4,23,9699,49
2518,University of Missouri at Kansas City,MO,1,*,*,*,24,*,*,*,*,22,27,1901,1340,655,33,64,3416,1984,3475,9501,3685,1980,1705,*,*,*,98,98,11.6,8,12453,44
2519,University of Missouri at Saint Louis,MO,1,*,*,*,*,*,*,*,*,20,25,1618,1141,479,18,54,4793,4552,2424,7246,3964,*,*,348,500,4288,71,73,13.4,15,6433,48
2520,Washington University,MO,2,*,*,*,*,600,710,510,620,26,31,7654,5259,1254,62,93,4879,1274,18350,18350,5775,3431,2344,184,768,1512,91,98,3.9,31,45702,90
2521,Webster University,MO,2,494,511,1005,23,460,550,460,580,20,25,665,462,226,17,44,1739,1550,9160,9160,4340,2100,2240,50,500,500,68,68,20.6,14,6951,48
2523,Westminster College,MO,2,520,480,1000,24,330,660,360,600,19,29,662,553,184,20,43,665,37,10720,10720,4050,1870,2180,200,600,1650,66,70,12.5,20,7925,62
2524,William Jewell College,MO,2,550,510,1060,24,490,600,440,570,21,27,663,547,315,32,67,1279,75,10060,10060,2970,1780,1190,256,500,2600,74,80,11.2,19,7885,59
2525,William Woods University,MO,2,482,459,941,21,430,550,380,520,19,24,469,435,227,17,39,851,120,10535,10535,4365,2250,2115,140,550,3700,39,66,12.9,16,7438,52
7540,Missouri Baptist College,MO,2,*,*,*,20,*,*,*,*,12,22,308,*,110,5,23,606,1142,5780,5780,2650,2650,*,180,*,*,52,55,17.9,*,3493,32
9089,Hannibal-LaGrange College,MO,2,*,*,*,20,*,*,*,*,*,*,233,201,169,10,37,493,382,6050,6050,2510,2510,*,260,500,4680,38,45,11.9,15,5736,*
2396,Alcorn State University,MS,1,*,*,*,18,*,*,*,*,*,*,2928,1853,481,*,*,2326,235,4474,6616,*,*,*,*,600,1035,45,51,14.1,2,3913,35
2397,Belhaven College,MS,2,455,467,922,23,*,*,*,*,*,*,248,197,121,24,51,736,347,7600,7600,2805,2805,*,110,600,725,60,74,15.8,*,5160,*
2398,Blue Mountain College,MS,2,*,*,*,19,*,*,*,*,15,22,75,75,47,*,*,263,127,3660,3660,2090,690,1400,272,500,2310,33,33,11.3,*,5478,66
2403,Delta State University,MS,1,*,*,*,*,*,*,*,*,17,22,967,945,459,15,48,2806,538,1812,4528,1880,1880,*,482,500,1200,49,63,17.1,16,5113,58
2410,Jackson State University,MS,1,*,*,*,*,*,*,*,*,*,*,4799,3278,1561,*,*,4786,669,2230,4190,2446,1220,1226,65,300,*,60,64,15.4,*,6358,41
2414,Millsaps College,MS,2,570,550,1120,26,490,630,450,580,23,29,905,834,319,32,61,1073,179,11320,11320,4402,2454,2048,584,550,1350,82,89,12.7,38,11218,58
2439,Tougaloo College,MS,2,*,*,*,*,*,*,*,*,15,20,3280,578,311,18,49,1120,33,5010,5010,2570,*,*,500,500,800,53,53,14.5,*,6481,53
2440,University of Mississippi,MS,1,*,*,*,*,*,*,*,*,20,25,3844,3383,1669,26,47,7524,804,1996,4916,3810,1560,2250,548,600,550,81,86,20.3,14,6971,53
2441,University of Southern Mississippi,MS,1,531,449,980,22,*,*,*,*,18,24,2850,2044,1046,20,50,9260,1387,2392,4652,2470,1120,1350,*,500,500,78,99,18.7,23,5917,45
2447,William Carey College,MS,2,*,*,*,20,*,*,*,*,*,*,200,165,121,*,*,1538,419,5115,5115,2520,1470,1050,100,300,700,36,57,13.6,12,6986,19
2526,Carroll College,MT,2,450,500,950,23,*,*,*,*,*,*,529,492,261,29,55,1093,322,8650,8650,3815,3815,*,290,390,1050,49,49,14.1,*,5862,58
2527,College of Great Falls,MT,2,*,*,*,*,*,*,*,*,*,*,394,394,268,*,*,700,537,5100,5100,1880,990,890,140,400,*,50,50,11.8,*,4957,*
2530,Montana State University-Billings,MT,1,*,*,*,*,390,530,360,470,16,22,931,912,596,7,23,2482,868,2142,5866,3300,1900,1400,60,600,2000,70,84,18.5,*,5105,40
2531,Montana College of Mineral Sci. & Tech.,MT,1,575,481,1056,22,430,580,390,520,20,26,572,544,320,45,72,1470,416,2013,6073,3400,1260,2140,*,550,1400,71,71,16.4,31,6112,74
2532,Montana State University,MT,1,520,440,960,23,450,600,390,510,20,25,3500,2836,1779,15,42,8730,993,1576,5552,3710,3710,*,648,550,2300,75,83,17.6,8,6324,37
2533,Montana State University - Northern,MT,1,*,*,*,*,*,*,*,*,*,*,840,840,611,8,12,1169,403,3542,5879,3570,*,*,*,550,1200,20,20,10.6,15,6674,*
2534,Rocky Mountain College,MT,2,444,426,870,21,*,*,*,*,16,24,560,392,270,11,31,743,118,8734,8734,3362,1966,1396,85,600,625,56,78,11.3,27,6422,68
2536,University of Montana,MT,1,489,457,946,22,*,*,*,*,*,*,3314,2809,1563,*,*,7754,1388,2251,6311,3957,*,*,*,550,*,75,81,21.7,16,5862,30
2537,Western Montana College,MT,1,*,*,*,19,*,*,*,*,*,*,376,256,256,*,*,816,1070,1935,5658,3000,*,3000,*,475,*,50,54,16.4,*,4489,59
2905,North Carolina A. & T. State University,NC,1,441,384,825,*,370,500,330,430,*,*,4809,3089,1429,12,33,6162,871,740,6806,1780,*,1780,627,600,1651,72,72,16.7,9,7090,44
2906,Appalachian State University,NC,1,519,471,990,22,470,570,420,520,19,24,7313,4664,1910,20,63,9940,1035,740,6806,2540,1420,1120,718,96,2000,83,96,18.3,14,5854,70
2907,University of North Carolina at Asheville,NC,1,550,504,1054,24,500,610,450,550,22,26,1757,979,394,32,74,2033,1078,608,5972,3420,1670,1750,800,600,750,77,83,13.0,11,7011,37
2908,Barton College,NC,2,444,396,840,*,360,490,330,445,*,*,771,643,229,14,37,1135,505,7420,7420,3440,1720,1720,330,500,*,55,63,13.7,7,5930,67
2909,Barber Scotia College,NC,2,320,280,600,*,220,370,200,330,11,18,933,933,480,6,16,704,*,4045,4045,2795,1329,1466,295,736,2100,50,50,13.5,8,4431,34
2910,Belmont Abbey College,NC,2,463,427,890,*,449,549,399,499,*,*,632,494,129,17,36,709,131,9000,9000,4850,4850,*,920,300,2480,78,85,13.2,10,7550,52
2911,Bennett College,NC,2,395,385,780,17,*,*,*,*,*,*,774,542,193,17,38,650,14,5600,5600,3095,1630,1465,1030,750,2000,63,65,12.1,19,*,44
2913,Campbell University,NC,2,476,439,915,*,*,*,*,*,*,*,2087,1339,657,20,54,3191,1204,7550,7550,2790,2790,*,128,600,500,77,77,21.8,34,3739,63
2955,Pfeiffer College,NC,2,441,390,831,*,370,500,330,440,*,*,838,651,159,11,25,654,162,8640,8640,3700,*,*,*,400,1915,62,62,12.2,13,7634,48
2957,Queens College,NC,2,514,491,1005,26,460,570,420,550,24,28,516,392,154,32,62,630,549,11020,11020,4970,2160,2810,50,610,1900,73,75,14.0,36,9315,58
2960,Salem College,NC,2,508,494,1002,24,450,570,430,550,*,*,335,284,132,28,69,534,216,10475,10475,6300,3275,3025,176,500,2000,68,68,11.2,46,9599,60
2962,Shaw University,NC,2,*,*,*,*,*,*,*,*,*,*,2533,937,620,*,*,2360,144,9192,9192,1738,649,1089,100,250,500,71,71,14.4,6,8078,69
2967,St. Andrews Presbyterian College,NC,2,465,450,915,*,*,*,*,*,*,*,624,599,170,*,*,612,150,10375,10375,4575,1825,2750,*,500,1050,79,93,13.8,*,9332,56
2968,St. Augustine's College,NC,2,406,407,813,*,*,*,*,*,*,*,3113,1786,457,24,49,1614,131,3850,3850,3200,1924,1276,*,*,*,43,65,14.0,*,*,56
2972,North Carolina State University at Raleigh,NC,1,578,493,1071,*,510,630,440,530,*,*,10634,7064,3176,39,78,16505,5481,874,8400,6540,1640,1900,710,600,1300,92,98,17.5,21,9670,62
2974,University of North Carolina at Chapel Hill,NC,1,594,527,1121,*,530,530,460,570,*,*,14596,5985,3331,75,92,14609,1100,874,8400,4200,2040,2160,606,550,1200,88,93,8.9,23,15893,83
2975,University of North Carolina at Charlotte,NC,1,491,435,926,21,440,540,390,470,19,24,5803,4441,1730,19,62,10099,3255,764,7248,3109,*,*,693,600,1900,79,91,16.8,7,6227,62
2976,University of North Carolina at Greensboro,NC,1,499,457,956,*,450,550,400,500,*,*,5191,4134,1500,15,44,7532,1847,931,8677,3505,1715,1790,958,600,1300,75,94,15.5,17,7392,53
2978,Wake Forest University,NC,2,*,*,*,*,600,700,550,650,*,*,5661,2392,903,75,88,3499,172,13850,13850,4360,4360,*,*,500,1250,95,97,4.3,37,41766,89
2979,Warren Wilson College,NC,2,*,*,*,*,440,580,440,570,20,26,440,311,112,25,49,466,7,10000,10000,3052,*,*,515,400,1100,65,75,11.4,20,9430,63
2981,Western Carolina University,NC,1,457,410,867,*,400,510,360,450,*,*,3224,2519,1057,11,31,5000,706,718,6390,2380,1142,1238,647,110,1622,67,78,14.6,9,6554,55
2984,University of North Carolina at Wilmington,NC,1,494,441,935,21,440,550,390,480,*,*,6071,3856,1449,15,67,6635,1145,1492,7558,3680,2100,1580,752,500,1500,82,85,19.1,15,6005,55
2985,Wingate College,NC,2,442,400,842,22,390,785,380,475,20,23,1239,1017,383,10,34,1207,157,7820,7820,3400,1750,1650,300,550,1550,69,81,13.9,8,7264,91
2986,Winston-Salem State University,NC,2,405,369,774,*,325,425,320,375,*,*,1065,801,385,*,*,2069,748,1254,6272,2762,1342,1420,*,300,*,67,77,13.5,4,8064,46
