FICE,Cname,State,Indicator,AMSAT,AVSAT,ACSAT,AACT,FQMSAT,TQMSAT,FQVSAT,TQVSAT,FQACT,TQACT,AppsRcvd,AppsAcpt,StdEnrolled,P10,P25,FTUGs,PTUGs,InStateTut,OosTut,RandBcost,RCost,Bcost,AddFee,EstBookCost,EstPspend,PPhD,PTermDig,SFRatio,PDonate,InsEXp,GradRate
3197,Lewis and Clark College,OR,2,*,*,*,*,520,640,490,590,24,28,2774,2092,482,35,64,1763,59,15800,15800,4790,2390,2400,*,450,950,97,98,12.3,21,12999,69
3198,Linfield College,OR,2,556,495,1051,25,560,630,440,510,22,28,1561,1188,458,48,72,1548,840,13380,13380,4210,1880,2330,598,500,900,89,91,17.8,34,8747,81
3208,Northwest Christian College,OR,2,481,439,920,*,*,*,*,*,*,*,*,*,*,*,*,226,74,*,*,*,*,*,*,*,*,55,*,16.9,47,*,*
3209,Western Oregon State College,OR,1,470,429,899,*,*,*,*,*,*,*,1438,1279,695,*,*,3655,156,2790,7770,3720,3720,*,*,660,1830,77,80,20.0,7,5777,*
3210,Oregon State 
3229,Albright College,PA,2,537,486,1023,24,480,600,420,540,22,28,1038,839,227,30,63,973,306,15595,15595,4400,2400,2000,200,300,500,79,84,11.3,23,11644,80
3230,Allegheny College,PA,2,*,*,*,*,520,630,450,560,22,27,2652,1900,484,44,77,1707,44,17080,17080,4440,2280,2160,260,400,600,73,91,9.9,41,11711,76
3233,Alvernia College,PA,2,410,430,840,18,*,*,*,*,*,*,707,614,168,10,30,801,464,8374,8374,4000,4000,*,*,*,*,42,42,10.8,12,6100,72
3235,Beaver College,PA,2,505,460,965,*,430,540,390,510,*,*,1163,850,348,23,56,878,519,12850,12850,5400,5400,*,260,400,800,78,89,12.2,30,8954,73
3237,Bryn Mawr College,PA,2,630,630,1260,*,570,680,580,670,*,*,1465,810,313,71,95,1088,16,18165,18165,6750,*,*,375,500,1200,100,100,12.3,49,17449,89
3238,Bucknell University,PA,2,*,*,*,*,590,670,510,590,*,*,6548,3813,862,49,85,3316,31,18550,18550,4750,2545,2205,110,800,1200,95,97,14.2,36,13675,93
3241,Cabrini College,PA,2,434,419,853,*,380,490,370,480,*,*,599,494,224,8,28,1035,446,10518,10518,6250,*,6250,480,300,300,59,76,16.5,36,7117,71
3242,Carnegie Mellon University,PA,2,679,555,1234,28,630,740,500,620,26,31,8728,5201,1191,60,89,4265,291,17900,17900,5690,3520,2170,100,450,1250,86,93,9.2,31,24386,74
3243,Cedar Crest College,PA,2,490,470,960,21,420,550,420,520,19,25,776,607,198,25,58,791,764,14340,14340,5285,*,*,*,500,1000,58,83,11.7,39,10961,74
3244,Chatham College,PA,2,481,491,972,22,400,560,420,550,19,25,212,197,91,28,56,471,148,13500,13500,5230,2615,2615,150,400,850,95,98,9.3,37,16095,52
3245,Chestnut Hill College,PA,2,483,495,968,*,425,550,430,550,*,*,342,254,126,25,64,518,232,10335,10335,5015,*,*,260,700,850,71,71,8.3,29,7729,73
3247,College Misericordia,PA,2,*,*,*,*,420,490,410,460,*,*,1432,888,317,29,58,1121,493,10860,10860,5760,3090,2670,530,550,900,56,62,12.9,23,8604,96
3252,Delaware Valley College,PA,2,474,439,913,*,420,530,390,480,*,*,1383,1199,435,15,39,1380,846,11645,11645,4530,2430,2100,*,500,*,*,54,19.3,26,6970,65
3253,Dickinson College,PA,2,*,*,*,*,500,610,470,560,*,*,3014,2539,487,31,68,1889,62,18700,18700,5000,2600,2400,125,595,1250,87,94,11.2,39,13861,87
3256,Drexel University,PA,2,550,465,1015,*,480,610,410,520,*,*,3451,2934,1118,23,50,5306,1963,12348,12348,6180,3630,2550,728,500,2280,*,84,13.1,18,9583,61
3258,Duquesne University,PA,2,*,*,*,*,460,580,430,550,21,26,2830,2374,1003,34,64,4253,942,10578,10578,5114,2258,2856,750,550,*,84,93,13.8,19,8456,75
3259,Eastern College,PA,2,479,452,931,23,410,550,400,510,21,27,458,369,165,16,42,1057,355,11190,11190,4800,2260,2540,30,450,1230,60,60,13.6,22,8135,54
3262,Elizabethtown College,PA,2,546,492,1038,*,490,600,440,540,*,*,2417,1843,426,36,70,1476,299,14190,14190,4400,2200,2200,400,500,750,65,68,12.8,25,9815,81
3265,Franklin and Marshall College,PA,2,600,500,1100,26,560,660,510,610,*,*,3270,2120,508,46,80,1748,40,24940,24940,*,*,*,*,590,730,93,94,10.9,34,15797,86
3266,Gannon University,PA,2,518,464,982,23,470,580,410,510,21,24,2464,1908,678,24,57,2693,691,10970,10970,4280,1940,2340,50,500,1380,47,51,13.3,18,7711,65
3267,Geneva College,PA,2,502,460,962,22,420,570,390,510,*,*,668,534,237,19,39,1306,258,9476,9476,4820,2800,2020,44,500,1100,67,67,20.1,26,6786,74
3268,Gettysburg College,PA,2,*,*,*,*,550,640,500,580,24,28,3596,2466,575,42,78,1944,46,19964,19964,4328,2180,2148,90,500,500,94,95,12.1,32,14720,83
3269,Grove City College,PA,2,607,537,1144,27,550,660,470,580,24,29,2491,1110,573,57,88,2213,35,5224,5224,3048,*,*,650,525,350,65,65,18.4,18,4957,100
3270,Gwynedd Mercy College,PA,2,500,470,970,*,430,540,400,520,*,*,380,237,104,30,56,716,1108,11000,11000,5550,5550,*,*,500,500,36,41,7.8,22,7483,96
3274,Haverford College,PA,2,*,*,*,*,620,720,580,660,*,*,2128,927,292,76,97,1083,*,18833,18833,6235,3400,2835,182,685,1100,94,99,10.6,51,17021,95
3275,Holy Family College,PA,2,*,*,*,*,444,512,423,481,*,*,622,354,169,14,41,1145,1148,8800,8800,*,*,*,200,675,1500,44,45,11.2,15,6901,74
3276,Immaculata College,PA,2,420,430,850,*,430,550,420,530,*,*,268,253,103,16,44,494,1305,10000,10000,5364,5364,*,170,500,1000,56,64,11.2,33,7305,69
3293,Lycoming College,PA,2,493,451,944,21,430,550,400,510,18,26,1286,1005,363,16,37,1363,74,13900,13900,4300,2250,2050,*,500,900,75,81,14.0,32,8024,72
3296,Marywood College,PA,2,470,449,919,*,410,510,400,500,*,*,1107,859,323,13,51,1452,402,11040,11040,4500,2250,2250,400,600,700,65,76,11.8,30,9034,66
3297,Mercyhurst College,PA,2,*,*,*,*,470,556,426,532,21,26,1557,1074,397,15,40,1805,433,9813,9813,4050,*,*,623,425,1000,45,63,16.7,29,7307,78
3298,Messiah College,PA,2,555,509,1046,24,470,610,450,560,22,27,1742,1382,607,30,64,2258,53,10300,10300,5080,2540,2540,84,475,1200,68,75,14.1,30,7762,89
3301,Moravian College,PA,2,*,*,*,*,480,580,440,530,21,25,1232,955,303,23,58,1241,485,14990,14990,4730,2130,2600,180,550,1250,86,92,15.2,28,9566,74
3303,Carlow College,PA,2,*,*,*,*,*,*,*,*,*,*,395,318,166,*,*,807,1011,9358,9358,4264,4264,*,292,500,1000,58,67,10.9,29,7679,68
3304,Muhlenberg College,PA,2,565,506,1071,24,490,640,434,578,22,27,2519,1836,462,30,61,1656,352,16975,16975,4565,2360,2205,*,600,850,76,86,12.8,39,10888,83
3313,Widener University,PA,2,521,491,1012,20,440,570,420,510,18,24,2139,1492,502,24,64,2186,2171,12350,12350,5370,*,*,*,500,1350,88,86,12.6,19,9603,63
3315,Bloomsburg Univ. of Pennsylvania,PA,1,524,465,989,*,480,570,420,500,*,*,6773,3028,1025,15,55,5847,946,3086,7844,2948,1650,1298,608,500,1680,66,68,18.0,19,7041,75
3316,California University of Pennsylvania,PA,1,415,391,806,*,350,470,330,420,*,*,2746,1505,1028,14,24,4787,789,2278,6312,2940,*,2940,370,*,*,53,66,16.3,*,6912,58
3317,Cheyney University of Penn.,PA,1,*,*,*,*,*,*,*,*,*,*,1104,767,287,*,*,1130,65,2728,6122,3340,1728,1612,210,500,*,52,55,13.0,*,10621,*
3320,East Stroudsburg University of Penn.,PA,1,475,421,896,*,420,520,380,460,*,*,3812,2227,818,4,27,3947,611,*,*,3256,2100,1156,*,500,*,66,67,19.4,*,7839,54
3321,Edinboro University of Penn.,PA,1,*,*,*,*,410,510,380,470,*,*,4419,3074,1349,*,20,6318,817,3086,7844,3650,1760,1890,599,500,1500,54,60,19.0,13,6292,54
3322,Kutztown University of Penn.,PA,1,492,465,957,*,*,*,*,*,*,*,5880,2840,1136,12,33,5866,918,3512,8285,2970,2000,970,1150,500,*,58,58,19.4,*,6552,57
3323,Lock Haven University of Pennsylvania,PA,1,510,460,970,*,450,590,400,540,*,*,3570,2215,651,17,41,3390,325,2954,7352,3620,3620,*,554,225,500,47,55,16.1,14,6374,63
3324,Mansfield University of Penn.,PA,1,*,*,*,*,*,*,*,*,*,*,2694,1725,606,*,*,2891,332,3154,7452,3364,1984,1380,486,650,800,48,*,15.9,*,8116,55
3325,Millersville University of Penn.,PA,1,536,479,1014,*,490,580,430,520,*,*,6011,3075,960,22,60,5146,1532,3086,7844,3830,2200,1630,834,450,1258,72,74,16.8,20,7832,71
3326,Shippensburg University of Penn.,PA,1,529,468,997,*,480,570,420,500,*,*,5818,3281,1116,14,53,5268,300,3086,7844,3504,1952,1552,770,450,1700,80,83,18.8,13,6719,72
3327,Slippery Rock University of Penn.,PA,1,*,*,*,*,420,510,380,470,*,*,4655,3113,1241,26,67,5965,954,2954,7352,3256,1494,1762,593,500,*,72,74,16.9,20,6733,56
3328,West Chester University of Penn.,PA,1,495,450,945,*,440,540,400,500,*,*,6502,3539,1372,11,51,7484,1904,3086,7844,4108,4108,*,560,400,2000,76,79,15.3,16,6773,52
3350,University of the Arts,PA,2,452,443,895,*,400,500,400,500,*,*,974,704,290,5,22,1145,39,12520,12520,3860,3860,*,500,1300,700,16,59,7.5,9,11641,57
3354,Philadelphia Coll. of Textiles and Sci.,PA,2,490,440,930,*,415,525,380,475,*,*,1538,1259,468,19,42,1664,1042,11690,11690,5062,2596,2466,40,600,1664,48,80,12.9,15,8028,68
3357,Point Park College,PA,2,424,418,842,21,360,490,370,480,16,23,875,744,207,7,38,1173,1402,9700,9700,4830,4830,*,350,400,1200,45,90,14.5,10,7652,66
3359,Robert Morris College,PA,2,453,400,853,20,390,520,340,450,17,23,907,771,387,*,*,2621,1808,6540,6540,4326,2454,1872,330,500,1000,58,58,18.5,7,5266,58
3362,Seton Hill College,PA,2,*,*,*,*,410,540,420,520,*,*,936,794,197,24,56,752,210,11240,11240,4180,2090,2090,160,350,2000,71,71,11.2,37,10065,71
3366,Saint Francis College,PA,2,*,*,*,*,430,530,400,500,*,*,1046,824,284,21,45,1223,451,10880,10880,5050,5050,*,860,400,1235,64,64,19.3,24,7344,69
3367,Saint Joseph's University,PA,2,545,498,1041,*,490,590,450,550,*,*,2519,2003,776,39,71,2473,1314,12750,12750,6350,*,*,275,350,1690,84,90,17.4,13,8243,83
3368,Saint Vincent College,PA,2,*,*,*,*,430,560,410,520,*,*,700,595,278,19,35,1035,182,10850,10850,3936,2110,1826,60,500,900,62,64,12.3,31,8534,88
3369,Susquehanna University,PA,2,*,*,*,*,510,610,450,570,*,*,2096,1512,465,27,59,1442,166,16130,16130,4710,2490,2220,280,400,800,83,86,13.9,37,10554,90
3370,Swarthmore College,PA,2,672,630,1302,*,630,720,580,690,*,*,3203,1255,413,81,97,1387,*,19124,19124,6584,3384,3200,192,772,728,93,97,8.8,58,23975,95
3371,Temple University,PA,1,508,455,963,*,456,564,412,511,*,*,7987,5145,2399,15,37,14726,4666,5314,10096,5282,3492,1790,150,600,3324,87,*,11.2,*,12231,45
3376,Thiel College,PA,2,444,418,862,20,*,*,*,*,*,*,1154,951,253,15,31,791,140,11172,11172,4958,2590,2368,230,700,1350,68,76,11.6,16,9186,60
3378,University of Pennsylvania,PA,2,680,594,1274,29,640,730,550,650,27,31,12394,5232,2464,85,100,9205,531,17020,17020,7270,3700,3570,1836,500,1544,95,96,6.3,38,25765,93
3379,University of Pittsburgh-Main Campus,PA,1,537,480,1017,*,480,590,420,530,*,*,8586,6383,2503,25,59,13138,4289,4962,10786,4560,2760,1800,454,400,900,93,93,7.8,10,13789,66
3384,University of Scranton,PA,2,561,509,1070,*,510,610,450,550,*,*,4471,2942,910,29,60,3674,493,11584,11584,5986,2536,3450,975,650,800,83,83,14.1,41,9131,92
3385,Ursinus College,PA,2,567,512,1079,*,520,620,460,560,*,*,1399,1026,308,44,77,1131,17,14900,14900,5160,*,*,180,500,800,82,85,11.6,40,12082,79
3388,Villanova University,PA,2,599,528,1127,*,*,*,*,*,*,*,7759,5588,1477,30,68,6362,1292,15925,15925,6507,3170,3337,445,400,300,89,90,13.4,24,10458,96
3389,Washington and Jefferson College,PA,2,*,*,*,*,500,640,480,590,22,27,1305,1100,334,42,64,1098,151,16260,16260,4005,2070,1935,280,300,500,91,91,12.1,40,10162,86
3391,Waynesburg College,PA,2,*,*,*,*,*,*,*,*,*,*,1190,978,324,12,30,1280,61,8840,8840,3620,1800,1820,220,500,1200,57,58,16.2,26,6563,63
3392,Westminster College,PA,2,530,470,1000,24,460,570,420,520,21,27,996,866,377,29,58,1411,72,12065,12065,3615,1980,1635,595,430,685,62,78,12.5,41,8596,80
3394,Wilkes University,PA,2,*,*,*,*,410,540,370,480,*,*,1631,1431,434,15,36,1803,603,11150,11150,5130,3100,2030,418,550,1260,78,92,13.3,24,8543,67
3396,Wilson College,PA,2,470,460,930,*,430,560,450,530,*,*,167,130,46,16,50,199,676,11428,11428,5084,2509,*,118,450,475,67,76,8.3,43,10291,67
3399,York College of Pennsylvania,PA,2,517,469,986,*,480,570,440,530,*,*,2989,1855,691,28,63,2988,1726,4990,4990,3560,1725,1835,225,500,1250,75,75,18.1,28,4509,99
3401,Brown University,RI,2,680,620,1300,28,640,730,570,680,26,32,12586,3239,1462,87,95,5643,349,19528,19528,5926,3574,2352,650,720,1100,99,100,7.6,39,20440,97
3402,Bryant College,RI,2,536,447,983,*,480,600,400,490,*,*,2198,1786,632,15,43,2556,1004,12600,12600,6410,3640,2770,*,500,700,84,84,19.0,*,8353,82
3406,Providence College,RI,2,537,485,1022,25,520,610,440,530,*,*,5139,3346,973,20,55,3717,1358,14400,14400,6200,3250,2950,375,450,1100,66,74,18.4,35,8135,96
3407,Rhode Island College,RI,1,*,*,*,*,390,500,360,470,*,*,2310,1767,1030,15,50,4882,2706,2370,6694,5137,2537,2600,468,500,*,74,76,15.7,12,6827,47
3409,Rhode Island School of Design,RI,2,551,508,1059,*,500,600,450,600,*,*,1831,842,379,17,45,1846,*,16684,16684,6672,3354,3318,90,1500,1700,27,69,10.0,22,11622,96
3411,Salve Regina University,RI,2,455,420,875,*,405,505,370,470,*,*,1475,1257,362,7,20,1393,278,14200,14200,6500,6500,*,75,500,*,64,73,9.6,21,9232,71
3414,University of Rhode Island,RI,1,515,449,964,*,460,560,400,490,*,*,9643,7751,1968,12,40,8894,2456,3004,10330,5558,3168,2390,1238,500,1250,84,89,16.6,7,9158,63
4917,Roger Williams University,RI,2,455,406,861,*,395,525,355,475,*,*,3304,2804,679,10,20,2111,1489,12520,12520,6050,3060,2990,480,500,730,44,54,16.4,8,7957,61
3419,Charleston Southern University,SC,2,497,450,947,*,410,530,390,480,*,*,1199,904,397,*,*,1533,734,7730,7730,3170,*,*,9,750,1890,60,61,19.2,*,5825,39
3420,Benedict College,SC,2,*,*,*,*,*,*,*,*,*,*,1622,1472,341,*,*,1203,63,5210,5210,2992,*,*,425,120,2200,44,49,14.6,11,5360,48
3422,Central Wesleyan College,SC,2,429,384,813,18,*,*,*,*,*,*,174,146,88,8,29,1047,33,8300,8300,3080,1000,2080,200,600,600,62,62,15.2,18,3365,58
3423,The Citadel,SC,1,*,*,*,*,450,600,400,550,20,24,1500,1242,611,12,36,2024,292,3076,7070,2439,830,1609,264,400,779,95,94,17.1,17,7744,84
3424,Claflin College,SC,2,*,*,*,*,*,*,*,*,*,*,1196,697,499,21,47,959,13,4412,4412,2460,1000,1460,600,500,1000,69,69,16.9,31,7083,21
3425,Clemson University,SC,1,565,487,1052,*,530,620,430,510,*,*,8065,5257,2301,37,65,11755,770,3036,8116,3610,1890,1720,*,800,1618,82,88,18.0,17,7597,73
3427,Coker College,SC,2,469,431,900,*,420,540,370,470,*,*,604,452,295,15,47,690,222,9888,9888,4502,1846,2670,185,400,1000,64,77,12.1,39,8741,75
3428,College of Charleston,SC,1,532,489,1019,22,480,580,440,530,20,24,4772,3140,1265,22,55,6851,1200,3060,6120,3460,2200,1260,*,666,2316,73,78,17.2,18,4776,51
3430,Columbia College,SC,2,460,433,893,*,430,500,400,470,*,*,737,614,242,21,67,968,237,10425,10425,3975,3975,*,*,500,1500,61,77,14.7,34,8693,76
3431,Converse College,SC,2,*,*,*,*,*,*,*,*,*,*,440,407,149,35,70,643,80,12050,12050,3700,*,*,*,500,900,63,76,10.2,31,10965,75
3432,Erskine College,SC,2,532,482,1014,*,470,590,410,550,*,*,659,557,167,47,74,532,35,10485,10485,3840,1760,2080,660,475,1246,76,80,13.5,47,7527,67
3434,Furman University,SC,2,584,528,1112,*,520,640,470,580,23,27,2161,1951,685,56,82,2371,175,13440,13440,4048,2096,1952,134,600,1250,92,95,13.5,28,12940,82
3435,Lander University,SC,1,455,406,861,18,*,*,*,*,*,*,1166,1009,510,9,33,2074,341,3340,4938,2987,1867,1120,50,528,1702,67,77,17.0,11,6119,51
3436,Limestone College,SC,2,*,*,*,*,*,*,*,*,*,*,725,554,369,5,40,786,682,7100,7100,3500,3500,*,100,300,*,39,50,11.2,8,6321,*
3439,Morris College,SC,2,*,*,*,*,*,*,*,*,*,*,882,730,330,2,13,926,12,4515,4515,2550,2550,*,115,850,2100,53,60,18.6,34,6990,60
3440,Newberry College,SC,2,466,418,884,20,360,420,320,430,*,*,872,722,154,14,36,601,36,10194,10194,2600,1600,1000,300,500,1500,57,63,11.4,32,5788,83
3445,Presbyterian College,SC,2,580,520,1100,26,510,630,490,570,*,*,1082,832,302,34,63,1133,30,11859,11859,3635,1711,1924,892,554,1429,80,85,13.4,42,8354,85
3446,South Carolina State University,SC,1,373,330,703,17,*,*,*,*,*,*,2556,1752,946,7,16,4396,515,2200,4380,2736,1420,1316,100,600,*,60,60,18.3,*,5542,*
3448,University of South Carolina at Columbia,SC,1,520,465,985,22,460,580,400,520,19,25,7693,5815,2328,30,66,12594,3661,3196,8074,3522,3522,*,*,495,2941,84,88,16.9,18,8246,63
3449,University of South Carolina at Aiken,SC,1,480,425,905,21,*,*,*,*,*,*,848,560,377,14,24,1855,1412,2320,5800,3066,3066,*,75,500,1500,62,62,14.8,3,5035,48
3451,Coastal Carolina University,SC,1,*,*,*,*,400,510,350,450,18,21,1854,1391,732,9,28,3020,1174,2710,7000,4090,2640,1450,*,600,*,74,74,17.0,7,5201,51
3455,Voorhees College,SC,2,340,330,670,16,*,*,*,*,*,*,1465,1006,188,10,30,703,20,4450,4450,2522,*,*,*,500,1200,43,43,22.9,3,5861,58
3456,Winthrop University,SC,1,516,470,986,18,460,570,410,520,16,20,2320,1805,769,24,61,3395,670,3620,6400,3392,2058,1334,*,580,2150,71,80,12.8,26,6729,59
3457,Wofford College,SC,2,564,517,1081,24,510,620,460,580,22,27,1501,935,273,51,83,1059,34,12680,12680,4150,*,*,*,605,1440,91,92,15.3,42,7875,75
6951,Univ. of South Carolina at Spartanburg,SC,1,459,411,870,19,400,510,360,450,17,21,885,553,381,13,38,2207,1058,2295,5739,*,*,*,*,312,*,70,70,15.9,13,5307,38
9226,Francis Marion University,SC,1,441,396,837,*,380,490,350,450,*,*,1801,1655,819,13,38,3224,436,2920,5840,3138,1540,1598,*,400,2430,76,76,19.1,8,5039,43
3458,Augustana College,SD,2,*,*,*,*,*,*,*,*,21,26,761,725,306,21,58,1337,300,10990,10990,3244,1622,1622,125,600,1021,66,70,10.4,30,6871,69
3459,Black Hills State University,SD,1,*,*,*,*,*,*,*,*,18,22,938,938,588,7,23,2629,1283,1323,3222,2714,*,*,934,500,*,63,63,29.2,9,3544,51
3461,Dakota Wesleyan University,SD,2,*,*,*,20,*,*,*,*,*,*,342,182,135,12,32,538,228,7540,7540,2710,*,*,*,600,1400,38,56,11.4,*,7334,75
3463,Dakota State University,SD,1,*,*,*,20,*,*,*,*,18,22,385,358,229,5,21,988,597,1323,3222,2604,1186,1418,*,600,*,47,53,19.4,*,5291,35
3464,Huron University,SD,2,*,*,*,*,*,*,*,*,15,20,600,197,124,3,9,392,69,7260,7260,3090,1910,1180,330,600,1840,31,35,12.9,4,9249,21
3465,Mount Marty College,SD,2,*,*,*,20,*,*,*,*,*,*,279,276,126,17,37,600,435,6844,6844,2980,*,*,636,500,500,45,55,11.7,38,5073,44
3478,Austin Peay State University,TN,1,*,*,*,21,*,*,*,*,*,*,2863,2154,1179,*,*,4772,2763,1616,5550,2930,1460,1470,262,700,1572,66,76,18.2,8,5087,36
3479,Belmont University,TN,2,522,490,1012,24,450,570,410,550,21,26,1220,974,481,28,67,1964,623,7800,7800,3664,1974,1690,250,650,900,61,61,11.1,19,7614,49
3480,Bethel College,TN,2,*,*,*,*,*,*,*,*,16,21,502,384,104,11,28,347,74,6200,6200,2900,2900,*,*,600,800,63,63,11.7,13,7623,35
3481,Carson-Newman College,TN,2,*,*,*,23,*,*,*,*,20,25,1096,951,464,27,62,1776,239,8150,8150,3150,1260,1890,450,400,500,61,62,13.6,16,6716,67
3482,Christian Brothers University,TN,2,530,480,1010,24,450,630,410,540,20,26,880,520,224,16,42,1068,364,9300,9300,3260,1350,1910,120,600,900,81,81,11.1,24,8129,63
3485,Cumberland University,TN,2,*,*,*,*,*,*,*,*,*,*,308,281,199,12,32,491,251,5500,5500,2950,1850,1100,200,250,*,55,55,11.3,*,6020,37
3486,David Lipscomb University,TN,2,510,470,980,23,*,*,*,*,19,25,1239,1134,611,*,*,1957,343,5775,5775,3340,1450,1890,1110,500,1700,97,100,16.2,12,8048,73
3487,East Tennessee State University,TN,1,450,400,850,21,*,*,*,*,17,22,3330,2730,1303,15,36,6706,2640,1800,5800,3000,1600,1800,*,600,2200,73,75,14.0,9,9825,42
3490,Fisk University,TN,2,456,425,881,21,*,*,*,*,*,*,1078,720,226,24,36,850,*,6240,6240,3690,1572,2118,75,600,1900,74,74,12.5,22,6911,43
3492,Freed-Hardeman University,TN,2,485,458,943,22,*,*,*,*,19,25,895,548,314,20,54,1174,50,5500,5500,3340,1590,1750,770,600,1600,68,76,16.1,13,6078,62
3496,King College,TN,2,*,*,*,*,450,600,420,530,22,26,355,300,142,34,65,509,44,8664,8664,3350,1630,1720,700,600,3000,65,68,10.7,25,8954,65
3497,Knoxville College,TN,2,*,*,*,*,*,*,*,*,*,*,503,408,293,13,46,776,68,5400,5400,3150,1600,1550,170,600,1092,30,42,11.1,4,4666,*
3498,Lambuth University,TN,2,*,*,*,22,*,*,*,*,*,*,831,538,224,15,35,840,325,5170,5170,3430,1400,2030,210,600,1590,61,61,16.1,10,5531,60
3500,Lee College,TN,2,460,456,916,21,*,*,*,*,16,23,651,498,453,*,23,1831,180,4788,4788,3320,1660,1660,132,500,1800,42,43,18.5,5,4914,52
3501,LeMoyne-Owen College,TN,2,*,*,*,*,*,*,*,*,*,*,409,261,177,15,59,983,149,4200,4200,1700,500,1200,65,500,500,59,66,16.2,*,6489,*
3502,Lincoln Memorial University,TN,2,*,*,*,23,*,*,*,*,19,26,787,562,363,21,55,925,605,5950,5950,2890,1200,1690,120,600,1300,67,72,14.6,35,5177,53
3505,Maryville College,TN,2,505,448,953,23,430,560,390,520,20,25,1464,888,176,26,52,624,128,11200,11200,4208,1998,2210,150,500,1642,80,90,11.1,43,8317,51
3509,University of Memphis,TN,1,*,*,*,22,*,*,*,*,20,26,3921,2557,1691,*,*,10621,4864,1974,5908,2500,1633,*,68,500,900,77,80,16.9,11,6578,33
3510,Middle Tennessee State University,TN,1,503,439,942,20,440,500,380,490,18,23,4587,3423,2132,*,*,12541,2885,1616,5550,2352,1584,974,176,500,*,69,72,19.2,10,4902,39
3511,Milligan College,TN,2,*,*,*,23,*,*,*,*,20,26,610,461,189,26,52,685,49,8200,8200,3300,1600,1700,200,550,1000,63,69,12.0,16,8128,64
3518,Southern Coll. of Seventh-day Adventists,TN,2,*,*,*,*,*,*,*,*,19,25,699,660,349,*,*,1198,296,8414,8414,3496,1530,1966,250,504,900,49,49,14.1,19,7665,59
3519,Rhodes College,TN,2,*,*,*,*,570,680,520,620,25,30,2302,1831,391,58,82,1345,59,15200,15200,4768,2696,2072,158,550,1500,90,96,10.8,47,13388,77
3522,Tennessee State University,TN,1,*,*,*,*,*,*,*,*,18,22,6626,4122,721,24,31,4566,1913,1470,4836,2290,986,1304,70,*,*,72,73,18.6,*,7527,41
3523,Tennessee Technological University,TN,1,*,*,*,*,*,*,*,*,*,*,2594,2542,1580,11,29,6461,910,1740,4025,3625,1505,2125,*,700,1400,76,84,16.9,*,5799,54
3525,Tennessee Wesleyan College,TN,2,440,370,810,19,*,*,*,*,18,21,232,182,99,7,29,402,237,7070,7070,3640,2140,1500,150,400,3158,59,65,8.9,16,6286,36
3526,Trevecca Nazarene College,TN,2,*,*,*,*,*,*,*,*,*,*,272,272,145,13,50,770,213,4750,4750,3270,1870,1400,320,500,800,57,57,14.0,*,5881,49
3527,Tusculum College,TN,2,420,370,790,19,370,510,320,450,16,26,626,372,145,12,34,983,40,7700,7700,3400,3400,*,100,450,800,70,70,21.9,28,4933,52
3528,Union University,TN,2,*,*,*,24,*,*,*,*,*,*,846,752,406,35,84,1688,502,5780,5780,2530,1580,950,134,550,600,44,52,13.5,13,3861,*
3529,University of Tennessee at Chattanooga,TN,1,*,*,*,22,*,*,*,*,19,25,2091,1338,991,*,*,5359,1758,1824,5800,3304,1704,1600,*,600,1025,76,86,16.8,*,6339,39
3530,University of Tennessee at Knoxville,TN,1,525,468,993,23,460,590,410,530,21,26,7473,5372,3013,27,53,15749,3237,1830,5764,3262,1584,1678,222,750,3300,86,92,16.5,22,8612,53
3531,University of Tennessee at Martin,TN,1,*,*,*,22,*,*,*,*,18,23,1934,1500,1123,*,*,4669,675,1900,5832,2890,1490,1400,*,500,1000,68,73,19.6,10,5396,48
3534,University of the South,TN,2,601,557,1158,27,550,650,500,620,25,29,1445,966,326,46,83,1129,24,15350,15350,4080,2010,2070,175,450,810,89,93,10.3,52,18784,82
3535,Vanderbilt University,TN,2,640,559,1199,28,590,690,510,610,26,30,7791,4690,1499,71,92,5500,90,17865,17865,6525,4132,2393,964,630,952,93,98,5.8,26,23850,83
3536,Bryan College,TN,2,*,*,*,*,430,580,400,570,20,26,315,242,108,*,*,410,15,7300,7300,3950,2200,1750,390,450,*,70,70,12.6,*,6966,62
3537,Abilene Christian University,TX,2,*,*,*,22,*,*,*,*,19,25,1660,1232,721,23,52,2885,537,7440,7440,3300,*,*,*,450,2200,70,78,18.1,12,7041,60
3541,Angelo State University,TX,1,509,441,950,22,420,580,380,510,19,25,3540,2001,1016,24,54,4190,1512,840,5130,3592,1324,2268,734,500,2000,60,62,23.1,5,4010,34
3543,Austin College,TX,2,554,498,1052,24,500,610,440,560,21,27,948,798,295,42,74,1120,15,11280,11280,4342,*,*,125,400,1150,81,95,13.0,33,11361,71
3557,Concordia Lutheran College,TX,2,469,402,871,20,390,530,330,470,18,23,232,216,106,16,34,534,172,6900,6900,3800,3800,*,480,450,1825,67,76,12.1,9,6875,42
3560,Dallas Baptist University,TX,2,497,435,932,22,430,560,370,500,19,25,360,314,155,37,64,848,1542,5400,5400,3270,1330,1940,130,500,*,48,48,14.4,1,7081,87
3564,East Texas Baptist University,TX,2,*,*,*,21,*,*,*,*,18,24,379,341,265,10,36,1050,151,4950,4950,2780,1040,1740,470,530,1500,62,62,15.7,7,5619,38
3565,East Texas State University,TX,1,467,411,878,21,*,*,*,*,*,*,2219,1441,719,*,*,4129,1343,1580,5390,3380,*,*,*,810,1080,87,90,21.8,9,5073,35
